sku,status,record_state,title_full,title_short,code_short,ensemble,scoring,format,price_net,price_gross,tags,source_title_xlsx,source_title_wix,source_title_erp,conflict_flags,conflict_notes
XW-202.4,live,ACTIVE,#2 AlmenBlech - Zusatzstimme Horn 2 in F [4-stimmig],#2 AlmenBlech - Zusatzstimme Horn 2 in F [4st],2_ALMENBLECH_ZUSATZSTIMME_HO_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 2 in F,Zusatzstimmen Blech4er GEDRUCKT [#2 AlmenBlech],ZST #2 AlmenBlech: Hrn.2,TITLE_DRIFT,ERP title differs
XW-202.4-D,review,EXTERNAL_ONLY,ZST #2 AlmenBlech: Hrn.2,ZST #2 AlmenBlech: Hrn.2,ZST_2_ALMENBLECH_HRN_2,,,DIGITAL,5.00,5.50,,,,ZST #2 AlmenBlech: Hrn.2,NOT_IN_XLSX_SOT,
XW-202.5,live,ACTIVE,#2 AlmenBlech - Zusatzstimme Tuba in B [4-stimmig],#2 AlmenBlech - Zusatzstimme Tuba in B [4st],2_ALMENBLECH_ZUSATZSTIMME_TU_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Tuba in Bb,Zusatzstimmen Blech4er GEDRUCKT [#2 AlmenBlech],ZST #2 AlmenBlech: Tb. in Bb,TITLE_DRIFT,ERP title differs
XW-202.5-D,review,EXTERNAL_ONLY,ZST #2 AlmenBlech: Tb. in B,ZST #2 AlmenBlech: Tb. in B,ZST_2_ALMENBLECH_TB_IN_B,,,DIGITAL,5.00,5.50,,,,ZST #2 AlmenBlech: Tb. in Bb,NOT_IN_XLSX_SOT,
XW-203.3,live,ACTIVE,#3 KirchenBlech - Zusatzstimme Horn 1 in F [4-stimmig],#3 KirchenBlech - Zusatzstimme Horn 1 in F [4st],3_KIRCHENBLECH_ZUSATZSTIMME__4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 1 in F,Zusatzstimmen Blech4er GEDRUCKT [#3 KirchenBlech],ZST #3 KirchenBlech: Hrn.1,TITLE_DRIFT,ERP title differs
XW-203.3-D,review,EXTERNAL_ONLY,ZST #3 KirchenBlech: Hrn.1,ZST #3 KirchenBlech: Hrn.1,ZST_3_KIRCHENBLECH_HRN_1,,,DIGITAL,5.00,5.50,,,,ZST #3 KirchenBlech: Hrn.1,NOT_IN_XLSX_SOT,
XW-203.4,live,ACTIVE,#3 KirchenBlech - Zusatzstimme Horn 2 in F [4-stimmig],#3 KirchenBlech - Zusatzstimme Horn 2 in F [4st],3_KIRCHENBLECH_ZUSATZSTIMME__4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 2 in F,Zusatzstimmen Blech4er GEDRUCKT [#3 KirchenBlech],ZST #3 KirchenBlech: Hrn.2,TITLE_DRIFT,ERP title differs
XW-203.4-D,review,EXTERNAL_ONLY,ZST #3 KirchenBlech: Hrn.2,ZST #3 KirchenBlech: Hrn.2,ZST_3_KIRCHENBLECH_HRN_2,,,DIGITAL,5.00,5.50,,,,ZST #3 KirchenBlech: Hrn.2,NOT_IN_XLSX_SOT,
XW-203.5,live,ACTIVE,#3 KirchenBlech - Zusatzstimme Tuba in B [4-stimmig],#3 KirchenBlech - Zusatzstimme Tuba in B [4st],3_KIRCHENBLECH_ZUSATZSTIMME__4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Tuba in Bb,Zusatzstimmen Blech4er GEDRUCKT [#3 KirchenBlech],ZST #3 KirchenBlech: Tb. in Bb,TITLE_DRIFT,ERP title differs
XW-203.5-D,review,EXTERNAL_ONLY,ZST #3 KirchenBlech: Tb. in B,ZST #3 KirchenBlech: Tb. in B,ZST_3_KIRCHENBLECH_TB_IN_B,,,DIGITAL,5.00,5.50,,,,ZST #3 KirchenBlech: Tb. in Bb,NOT_IN_XLSX_SOT,
XW-203.6,live,ACTIVE,#3 KirchenBlech - Zusatzstimme Hrn/Btp. 1 in Es [4-stimmig],#3 KirchenBlech - Zusatzstimme Hrn/Btp. 1 in Es [4st],3_KIRCHENBLECH_ZUSATZSTIMME__4ST,,4-stimmig,DIGITAL,5.00,5.50,,ZS - Hrn/Btp. 1 in Es,,ZST #3 KirchenBlech: Hrn./Btp. 1 in Es,TITLE_DRIFT,ERP title differs
XW-204.3,live,ACTIVE,#4 HochzeitsBlech - Zusatzstimme Horn 1 in F [4-stimmig],#4 HochzeitsBlech - Zusatzstimme Horn 1 in F [4st],4_HOCHZEITSBLECH_ZUSATZSTIMM_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 1 in F,Zusatzstimmen Blech4er GEDRUCKT [#4 HochzeitsBlech],ZST #4 HochzeitsBlech: Hrn.1,TITLE_DRIFT,ERP title differs
XW-204.3-D,review,EXTERNAL_ONLY,ZST #4 Hochz.Blech: Hrn.1,ZST #4 Hochz.Blech: Hrn.1,ZST_4_HOCHZ_BLECH_HRN_1,,,DIGITAL,5.00,5.50,,,,ZST #4 Hochz.Blech: Hrn.1,NOT_IN_XLSX_SOT,
XW-204.4,live,ACTIVE,#4 HochzeitsBlech - Zusatzstimme Horn 2 in F [4-stimmig],#4 HochzeitsBlech - Zusatzstimme Horn 2 in F [4st],4_HOCHZEITSBLECH_ZUSATZSTIMM_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 2 in F,Zusatzstimmen Blech4er GEDRUCKT [#4 HochzeitsBlech],ZST #4 HochzeitsBlech: Hrn.2,TITLE_DRIFT,ERP title differs
XW-204.4-D,review,EXTERNAL_ONLY,ZST #4 Hochz.Blech: Hrn.2,ZST #4 Hochz.Blech: Hrn.2,ZST_4_HOCHZ_BLECH_HRN_2,,,DIGITAL,5.00,5.50,,,,ZST #4 Hochz.Blech: Hrn.2,NOT_IN_XLSX_SOT,
XW-204.5,live,ACTIVE,#4 HochzeitsBlech - Zusatzstimme Tuba in B [4-stimmig],#4 HochzeitsBlech - Zusatzstimme Tuba in B [4st],4_HOCHZEITSBLECH_ZUSATZSTIMM_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Tuba in Bb,Zusatzstimmen Blech4er GEDRUCKT [#4 HochzeitsBlech],ZST #4 Hochz.Blech: Tb. in Bb,TITLE_DRIFT,ERP title differs
XW-204.5-D,review,EXTERNAL_ONLY,ZST #4 Hochz.Blech: Tb. in B,ZST #4 Hochz.Blech: Tb. in B,ZST_4_HOCHZ_BLECH_TB_IN_B,,,DIGITAL,5.00,5.50,,,,ZST #4 Hochz.Blech: Tb. in Bb,NOT_IN_XLSX_SOT,
XW-205.3,live,ACTIVE,#5 TrauerBlech - Zusatzstimme Horn 1 in F [4-stimmig],#5 TrauerBlech - Zusatzstimme Horn 1 in F [4st],5_TRAUERBLECH_ZUSATZSTIMME_H_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 1 in F,Zusatzstimmen Blech4er GEDRUCKT [#5 TrauerBlech],ZST #5 TrauerBlech: Hrn.1,TITLE_DRIFT,ERP title differs
XW-205.3-D,review,EXTERNAL_ONLY,ZST #5 TrauerBlech: Hrn.1,ZST #5 TrauerBlech: Hrn.1,ZST_5_TRAUERBLECH_HRN_1,,,DIGITAL,5.00,5.50,,,,ZST #5 TrauerBlech: Hrn.1,NOT_IN_XLSX_SOT,
XW-205.4,live,ACTIVE,#5 TrauerBlech - Zusatzstimme Horn 2 in F [4-stimmig],#5 TrauerBlech - Zusatzstimme Horn 2 in F [4st],5_TRAUERBLECH_ZUSATZSTIMME_H_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Horn 2 in F,Zusatzstimmen Blech4er GEDRUCKT [#5 TrauerBlech],ZST #5 TrauerBlech: Hrn.2,TITLE_DRIFT,ERP title differs
XW-205.4-D,review,EXTERNAL_ONLY,ZST #5 TrauerBlech: Hrn.2,ZST #5 TrauerBlech: Hrn.2,ZST_5_TRAUERBLECH_HRN_2,,,DIGITAL,5.00,5.50,,,,ZST #5 TrauerBlech: Hrn.2,NOT_IN_XLSX_SOT,
XW-205.5,live,ACTIVE,#5 TrauerBlech - Zusatzstimme Tuba in B [4-stimmig],#5 TrauerBlech - Zusatzstimme Tuba in B [4st],5_TRAUERBLECH_ZUSATZSTIMME_T_4ST,,4-stimmig,PHYSICAL,5.00,5.50,B2B,ZS - Tuba in Bb,Zusatzstimmen Blech4er GEDRUCKT [#5 TrauerBlech],ZST #5 TrauerBlech: Tb. in Bb,TITLE_DRIFT,ERP title differs
XW-205.5-D,review,EXTERNAL_ONLY,ZST #5 TrauerBlech: Tb. in B,ZST #5 TrauerBlech: Tb. in B,ZST_5_TRAUERBLECH_TB_IN_B,,,DIGITAL,5.00,5.50,,,,ZST #5 TrauerBlech: Tb. in B,NOT_IN_XLSX_SOT,
XW-206,review,EXTERNAL_ONLY,#6 SonntagsBlech,#6 SonntagsBlech,6_SONNTAGSBLECH,,,PHYSICAL,29.00,31.90,B2B,,#6 SonntagsBlech,#6 SonntagsBlech,NOT_IN_XLSX_SOT,
XW-206.3,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Hrn.1,ZST #6 Sonnt.Blech: Hrn.1,ZST_6_SONNT_BLECH_HRN_1,,,PHYSICAL,5.00,5.50,B2B,,Zusatzstimmen Blech4er GEDRUCKT [#6 SonntagsBlech],ZST #6 Sonnt.Blech: Hrn.1,NOT_IN_XLSX_SOT,
XW-206.3-D,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Hrn.1,ZST #6 Sonnt.Blech: Hrn.1,ZST_6_SONNT_BLECH_HRN_1,,,DIGITAL,5.00,5.50,,,,ZST #6 Sonnt.Blech: Hrn.1,NOT_IN_XLSX_SOT,
XW-206.4,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Hrn.2,ZST #6 Sonnt.Blech: Hrn.2,ZST_6_SONNT_BLECH_HRN_2,,,PHYSICAL,5.00,5.50,B2B,,Zusatzstimmen Blech4er GEDRUCKT [#6 SonntagsBlech],ZST #6 Sonnt.Blech: Hrn.2,NOT_IN_XLSX_SOT,
XW-206.4-D,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Hrn.2,ZST #6 Sonnt.Blech: Hrn.2,ZST_6_SONNT_BLECH_HRN_2,,,DIGITAL,5.00,5.50,,,,ZST #6 Sonnt.Blech: Hrn.2,NOT_IN_XLSX_SOT,
XW-206.5,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Tb. in B,ZST #6 Sonnt.Blech: Tb. in B,ZST_6_SONNT_BLECH_TB_IN_B,,,PHYSICAL,5.00,5.50,B2B,,Zusatzstimmen Blech4er GEDRUCKT [#6 SonntagsBlech],ZST #6 Sonnt.Blech: Tb. in Bb,NOT_IN_XLSX_SOT,
XW-206.5-D,review,EXTERNAL_ONLY,ZST #6 Sonnt.Blech: Tb. in B,ZST #6 Sonnt.Blech: Tb. in B,ZST_6_SONNT_BLECH_TB_IN_B,,,DIGITAL,5.00,5.50,,,,ZST #6 Sonnt.Blech: Tb. in Bb,NOT_IN_XLSX_SOT,
XW-301,live,ACTIVE,#1 WeihnachtsBlech [Register-4er],#1 WeihnachtsBlech [Reg4],1_WEIHNACHTSBLECH_REG4,,Register-4er,DIGITAL,29.00,31.90,,#1 WeihnachtsBlech [SECTION],,#1 WeihnachtsBlech [Reg4er],TITLE_DRIFT,ERP title differs
XW-302,live,ACTIVE,#2 AlmenBlech [Register-4er],#2 AlmenBlech [Reg4],2_ALMENBLECH_REG4,,Register-4er,DIGITAL,29.00,31.90,,#2 AlmenBlech [SECTION],,#2 AlmenBlech [Reg4er],TITLE_DRIFT,ERP title differs
XW-303,review,EXTERNAL_ONLY,#3 KirchenBlech,#3 KirchenBlech,3_KIRCHENBLECH,,,DIGITAL,29.00,31.90,,,,#3 KirchenBlech [Reg4er],NOT_IN_XLSX_SOT,
XW-305,review,EXTERNAL_ONLY,#5 TrauerBlech,#5 TrauerBlech,5_TRAUERBLECH,,,DIGITAL,29.00,31.90,,,,#5 TrauerBlech [Reg4er],NOT_IN_XLSX_SOT,
XW-306,review,EXTERNAL_ONLY,#6 SonntagsBlech,#6 SonntagsBlech,6_SONNTAGSBLECH,,,DIGITAL,29.00,31.90,,,,#6 SonntagsBlech [Reg4er],NOT_IN_XLSX_SOT,
XW-400,review,EXTERNAL_ONLY,Div. Blechhaufn-Noten,Div. Blechhaufn-Noten,DIV_BLECHHAUFN_NOTEN,,,PHYSICAL,22.64,24.90,,,,Div. Blechhaufn-Noten,NOT_IN_XLSX_SOT,
XW-400.1,review,EXTERNAL_ONLY,Zusatzstimme BH-Noten,Zusatzstimme BH-Noten,ZUSATZSTIMME_BH_NOTEN,,,PHYSICAL,2.27,2.50,,,,Zusatzstimme BH-Noten,NOT_IN_XLSX_SOT,
XW-401,review,EXTERNAL_ONLY,#1 Kirchen-7er,#1 Kirchen-7er,1_KIRCHEN_7ER,,,DIGITAL,18.09,19.90,,,,#1 Kirchen-7er,NOT_IN_XLSX_SOT,
XW-401.2,review,EXTERNAL_ONLY,#1 Kirchen-7er,#1 Kirchen-7er,1_KIRCHEN_7ER_P,,,PRINT_AT_HOME,22.64,24.90,,,,#1 Kirchen-7er,NOT_IN_XLSX_SOT,
XW-401.4,review,EXTERNAL_ONLY,ZST Kirchen7er: Hrn1 in F,ZST Kirchen7er: Hrn1 in F,ZST_KIRCHEN7ER_HRN1_IN_F,,,PHYSICAL,2.50,2.75,,,,ZST Kirchen7er: Hrn1 in F,NOT_IN_XLSX_SOT,
XW-401.5,review,EXTERNAL_ONLY,ZST Kirchen7er: Hrn.2 in F,ZST Kirchen7er: Hrn.2 in F,ZST_KIRCHEN7ER_HRN_2_IN_F,,,PHYSICAL,2.50,2.75,,,,ZST Kirchen7er: Hrn.2 in F,NOT_IN_XLSX_SOT,
XW-401.6,review,EXTERNAL_ONLY,ZST Kirchen7er: Hrn.3 in F,ZST Kirchen7er: Hrn.3 in F,ZST_KIRCHEN7ER_HRN_3_IN_F,,,PHYSICAL,2.50,2.75,,,,ZST Kirchen7er: Hrn.3 in F,NOT_IN_XLSX_SOT,
XW-402,review,EXTERNAL_ONLY,#2 Advent-7er,#2 Advent-7er,2_ADVENT_7ER,,,DIGITAL,18.09,19.90,,,,#2 Advent-7er,NOT_IN_XLSX_SOT,
XW-402.2,review,EXTERNAL_ONLY,#2 Advent-7er,#2 Advent-7er,2_ADVENT_7ER_P,,,PRINT_AT_HOME,22.64,24.90,,,,#2 Advent-7er,NOT_IN_XLSX_SOT,
XW-403,review,EXTERNAL_ONLY,In Gedanken bin i bei dir,In Gedanken bin i bei dir,IN_GEDANKEN_BIN_I_BEI_DIR_P,,,PRINT_AT_HOME,22.64,24.90,B2B,,In Gedanken bin i bei dir,In Gedanken bin i bei dir,NOT_IN_XLSX_SOT,
XW-403.2,review,EXTERNAL_ONLY,In Gedanken bin i bei dir,In Gedanken bin i bei dir,IN_GEDANKEN_BIN_I_BEI_DIR_P,,,PRINT_AT_HOME,22.64,24.90,,,,In Gedanken bin i bei dir,NOT_IN_XLSX_SOT,
XW-404,review,EXTERNAL_ONLY,Übermorgen,Übermorgen,UEBERMORGEN,,,PHYSICAL,19.91,21.90,B2B,,Übermorgen,Übermorgen,NOT_IN_XLSX_SOT,
XW-405,review,EXTERNAL_ONLY,Bin's a junger Witwer,Bin's a junger Witwer,BIN_S_A_JUNGER_WITWER,,,PHYSICAL,19.91,21.90,B2B,,Bin's a junger Witwer,Bin's a junger Witwer,NOT_IN_XLSX_SOT,
XW-405.2,review,EXTERNAL_ONLY,Bin's a junger Witwer,Bin's a junger Witwer,BIN_S_A_JUNGER_WITWER,,,PHYSICAL,19.91,21.90,,,,Bin's a junger Witwer,NOT_IN_XLSX_SOT,
XW-406,review,EXTERNAL_ONLY,Urlaubspolka,Urlaubspolka,URLAUBSPOLKA,,,PHYSICAL,19.91,21.90,B2B,,Urlaubspolka,Urlaubspolka,NOT_IN_XLSX_SOT,
XW-406.2,review,EXTERNAL_ONLY,Urlaubspolka,Urlaubspolka,URLAUBSPOLKA,,,PHYSICAL,19.91,21.90,,,,Urlaubspolka,NOT_IN_XLSX_SOT,
XW-407,review,EXTERNAL_ONLY,30'er-Polka,30'er-Polka,30_ER_POLKA,,,PHYSICAL,19.91,21.90,B2B,,30'er-Polka,,NOT_IN_XLSX_SOT,
XW-407.2,review,EXTERNAL_ONLY,30er-Polka,30er-Polka,30ER_POLKA,,,PHYSICAL,19.91,21.90,,,,30er-Polka,NOT_IN_XLSX_SOT,
XW-408,review,EXTERNAL_ONLY,Pfoarramadl,Pfoarramadl,PFOARRAMADL,,,PHYSICAL,19.91,21.90,B2B,,Pfoarramadl,,NOT_IN_XLSX_SOT,
XW-408.2,review,EXTERNAL_ONLY,Pfoarramadl,Pfoarramadl,PFOARRAMADL,,,PHYSICAL,19.91,21.90,,,,Pfoarramadl,NOT_IN_XLSX_SOT,
XW-4083,live,ACTIVE,Song for Julia [7-stimmig],Song for Julia [7st],SONG_FOR_JULIA_7ST,,7-stimmig,PHYSICAL,20.75,22.83,B2B,Song for Julia,Song for Julia,Song for Julia,PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=22.83"
XW-409,review,EXTERNAL_ONLY,Am Kamin,Am Kamin,AM_KAMIN,,,PHYSICAL,19.91,21.90,B2B,,Am Kamin,Am Kamin,NOT_IN_XLSX_SOT,
XW-409.1,review,EXTERNAL_ONLY,Am Kamin,Am Kamin,AM_KAMIN,,,PHYSICAL,19.91,21.90,,,,Am Kamin,NOT_IN_XLSX_SOT,
XW-409.2,review,EXTERNAL_ONLY,Am Kamin,Am Kamin,AM_KAMIN,,,PHYSICAL,19.91,21.90,,,,Am Kamin,NOT_IN_XLSX_SOT,
XW-410,review,EXTERNAL_ONLY,Anna-Polka,Anna-Polka,ANNA_POLKA,,,PHYSICAL,19.91,21.90,B2B,,Anna Polka,Anna-Polka,NOT_IN_XLSX_SOT,
XW-410.2,review,EXTERNAL_ONLY,Anna-Polka,Anna-Polka,ANNA_POLKA,,,PHYSICAL,19.91,21.90,,,,Anna-Polka,NOT_IN_XLSX_SOT,
XW-411,review,EXTERNAL_ONLY,April Polka,April Polka,APRIL_POLKA,,,PHYSICAL,22.64,24.90,B2B,,April Polka,April Polka,NOT_IN_XLSX_SOT,
XW-411.2,review,EXTERNAL_ONLY,April Polka,April Polka,APRIL_POLKA,,,PHYSICAL,22.64,24.90,,,,April Polka,NOT_IN_XLSX_SOT,
XW-412,review,EXTERNAL_ONLY,Auf da Hulzgstett'n,Auf da Hulzgstett'n,AUF_DA_HULZGSTETT_N,,,PHYSICAL,19.91,21.90,B2B,,Auf da Hulzg'stettn,Auf da Hulzgstett'n,NOT_IN_XLSX_SOT,
XW-412.1,review,EXTERNAL_ONLY,Auf da Hulzgs'tettn,Auf da Hulzgs'tettn,AUF_DA_HULZGS_TETTN,,,DIGITAL,18.09,19.90,,,,Auf da Hulzgs'tettn,NOT_IN_XLSX_SOT,
XW-413,review,EXTERNAL_ONLY,Bagatelle,Bagatelle,BAGATELLE,,,PHYSICAL,22.64,24.90,B2B,,Bagatelle,,NOT_IN_XLSX_SOT,
XW-413.2,review,EXTERNAL_ONLY,Bagatelle,Bagatelle,BAGATELLE,,,PHYSICAL,22.64,24.90,,,,Bagatelle,NOT_IN_XLSX_SOT,
XW-414,review,EXTERNAL_ONLY,Banjo Boy,Banjo Boy,BANJO_BOY,,,PHYSICAL,22.64,24.90,B2B,,Banjo Boy,Banjo Boy,NOT_IN_XLSX_SOT,
XW-415,review,EXTERNAL_ONLY,BH Polka,BH Polka,BH_POLKA,,,PHYSICAL,22.64,24.90,B2B,,BH Polka,BH Polka,NOT_IN_XLSX_SOT,
XW-416,review,EXTERNAL_ONLY,Blondinen Walzer,Blondinen Walzer,BLONDINEN_WALZER,,,PHYSICAL,22.64,24.90,B2B,,Blondinen Walzer,Blondinen Walzer,NOT_IN_XLSX_SOT,
XW-416.2,review,EXTERNAL_ONLY,Blondinen Walzer,Blondinen Walzer,BLONDINEN_WALZER,,,PHYSICAL,22.64,24.90,,,,Blondinen Walzer,NOT_IN_XLSX_SOT,
XW-417,review,EXTERNAL_ONLY,Breznicka Polka,Breznicka Polka,BREZNICKA_POLKA,,,PHYSICAL,22.64,24.90,B2B,,Breznicka Polka,Breznicka Polka,NOT_IN_XLSX_SOT,
XW-418,review,EXTERNAL_ONLY,Das Glühwürmchen,Das Glühwürmchen,DAS_GLUEHWUERMCHEN,,,DIGITAL,18.09,19.90,B2B,,Das Glühwürmchen,Das Glühwürmchen,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=21.90, master gross=19.90"
XW-418.2,review,EXTERNAL_ONLY,Das Glühwürmchen,Das Glühwürmchen,DAS_GLUEHWUERMCHEN,,,PHYSICAL,19.91,21.90,,,,Das Glühwürmchen,NOT_IN_XLSX_SOT,
XW-419,review,EXTERNAL_ONLY,Das Oppossum,Das Oppossum,DAS_OPPOSSUM,,,DIGITAL,18.09,19.90,B2B,,Das Oppossum,Das Oppossum,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=21.90, master gross=19.90"
XW-420,review,EXTERNAL_ONLY,Der Feuersalamander,Der Feuersalamander,DER_FEUERSALAMANDER,,,PHYSICAL,19.91,21.90,B2B,,Der Feuersalamander,,NOT_IN_XLSX_SOT,
XW-421,review,EXTERNAL_ONLY,Der Schließer,Der Schließer,DER_SCHLIESSER,,,PHYSICAL,22.64,24.90,B2B,,Der Schließer,Der Schließer,NOT_IN_XLSX_SOT,
XW-422,review,EXTERNAL_ONLY,Der Schmetterling,Der Schmetterling,DER_SCHMETTERLING,,,PHYSICAL,19.91,21.90,B2B,,Der Schmetterling,Der Schmetterling,NOT_IN_XLSX_SOT,
XW-423,review,EXTERNAL_ONLY,Die Akute,Die Akute,DIE_AKUTE,,,PHYSICAL,22.64,24.90,B2B,,Die Akute,,NOT_IN_XLSX_SOT,
XW-424,review,EXTERNAL_ONLY,Erinnerungen an Brennberg,Erinnerungen an Brennberg,ERINNERUNGEN_AN_BRENNBERG,,,DIGITAL,18.09,19.90,,,,Erinnerungen an Brennberg,NOT_IN_XLSX_SOT,
XW-424.2,review,EXTERNAL_ONLY,Erinnerungen an Brennberg,Erinnerungen an Brennberg,ERINNERUNGEN_AN_BRENNBERG,,,PHYSICAL,19.91,21.90,,,,Erinnerungen an Brennberg,NOT_IN_XLSX_SOT,
XW-424.3,review,EXTERNAL_ONLY,Erinnerungen an Brennberg,Erinnerungen an Brennberg,ERINNERUNGEN_AN_BRENNBERG,,,PHYSICAL,22.64,24.90,,,,Erinnerungen an Brennberg,NOT_IN_XLSX_SOT,
XW-425,review,EXTERNAL_ONLY,Fliegermarsch,Fliegermarsch,FLIEGERMARSCH,,,PHYSICAL,22.64,24.90,B2B,,Fliegermarsch,Fliegermarsch,NOT_IN_XLSX_SOT,
XW-426,review,EXTERNAL_ONLY,Arnhem,Arnhem,ARNHEM_P,,,PRINT_AT_HOME,22.64,24.90,B2B,,Arnhem,Arnhem,NOT_IN_XLSX_SOT,
XW-427,review,EXTERNAL_ONLY,Für Oma,Für Oma,FUER_OMA,,,DIGITAL,18.09,19.90,B2B,,Für Oma,Für Oma,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=19.90"
XW-427.2,review,EXTERNAL_ONLY,Für Oma,Für Oma,FUER_OMA,,,PHYSICAL,22.64,24.90,,,,Für Oma,NOT_IN_XLSX_SOT,
XW-428,review,EXTERNAL_ONLY,Für schöne Stunden,Für schöne Stunden,FUER_SCHOENE_STUNDEN,,,DIGITAL,18.09,19.90,B2B,,Für schöne Stunden,Für schöne Stunden,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=21.90, master gross=19.90"
XW-428.2,review,EXTERNAL_ONLY,Für schöne Stunden,Für schöne Stunden,FUER_SCHOENE_STUNDEN,,,PHYSICAL,19.91,21.90,,,,Für schöne Stunden,NOT_IN_XLSX_SOT,
XW-429,review,EXTERNAL_ONLY,Hinter der Garage,Hinter der Garage,HINTER_DER_GARAGE,,,DIGITAL,18.09,19.90,,,,Hinter der Garage,NOT_IN_XLSX_SOT,
XW-429.2,review,EXTERNAL_ONLY,Hinter der Garage,Hinter der Garage,HINTER_DER_GARAGE,,,PHYSICAL,22.64,24.90,,,,Hinter der Garage,NOT_IN_XLSX_SOT,
XW-430,review,EXTERNAL_ONLY,Hochzeitswalzer Nr. 2,Hochzeitswalzer Nr. 2,HOCHZEITSWALZER_NR_2,,,PHYSICAL,22.64,24.90,B2B,,Hochzeitswalzer Nr. 2,,NOT_IN_XLSX_SOT,
XW-431,review,EXTERNAL_ONLY,Kolo,Kolo,KOLO,,,PHYSICAL,22.64,24.90,B2B,,Kolo,Kolo,NOT_IN_XLSX_SOT,
XW-431.2,review,EXTERNAL_ONLY,Kolo,Kolo,KOLO,,,PHYSICAL,22.64,24.90,,,,Kolo,NOT_IN_XLSX_SOT,
XW-432,review,EXTERNAL_ONLY,Leckmicha Marsch,Leckmicha Marsch,LECKMICHA_MARSCH,,,PHYSICAL,22.64,24.90,B2B,,Leckmicha Marsch,Leckmicha Marsch,NOT_IN_XLSX_SOT,
XW-433,review,EXTERNAL_ONLY,Meine Mutti hat gesagt,Meine Mutti hat gesagt,MEINE_MUTTI_HAT_GESAGT,,,PHYSICAL,19.91,21.90,B2B,,Meine Mutti hat gesagt,Meine Mutti hat gesagt,NOT_IN_XLSX_SOT,
XW-434,review,EXTERNAL_ONLY,Milacek,Milacek,MILACEK,,,PHYSICAL,18.09,19.90,B2B,,Milacek,Milacek,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=19.90"
XW-435,review,EXTERNAL_ONLY,Pepi do?,Pepi do?,PEPI_DO_P,,,PRINT_AT_HOME,22.64,24.90,B2B,,Pepi do?,Pepi do?,NOT_IN_XLSX_SOT,
XW-436,review,EXTERNAL_ONLY,Pix,Pix,PIX,,,PHYSICAL,22.64,24.90,B2B,,Pix,Pix,NOT_IN_XLSX_SOT,
XW-437,review,EXTERNAL_ONLY,Praise You,Praise You,PRAISE_YOU,,,PHYSICAL,22.64,24.90,B2B,,Praise You,Praise You,NOT_IN_XLSX_SOT,
XW-438,review,EXTERNAL_ONLY,Retuschen-Boarischer,Retuschen-Boarischer,RETUSCHEN_BOARISCHER,,,DIGITAL,18.09,19.90,B2B,,Retuschen Boarischer,Retuschen-Boarischer,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=19.90"
XW-438.2,review,EXTERNAL_ONLY,Retuschen-Boarischer,Retuschen-Boarischer,RETUSCHEN_BOARISCHER_P,,,PRINT_AT_HOME,22.64,24.90,,,,Retuschen-Boarischer,NOT_IN_XLSX_SOT,
XW-439,review,EXTERNAL_ONLY,Schöne Maderl,Schöne Maderl,SCHOENE_MADERL,,,PHYSICAL,19.91,21.90,B2B,,Schöne Maderl,Schöne Maderl,NOT_IN_XLSX_SOT,
XW-440,review,EXTERNAL_ONLY,S'is Feiaombd,S'is Feiaombd,S_IS_FEIAOMBD,,,PHYSICAL,22.64,24.90,B2B,,S'is Feiaombd,S'is Feiaombd,NOT_IN_XLSX_SOT,
XW-441,review,EXTERNAL_ONLY,Urlaubspolka,Urlaubspolka,URLAUBSPOLKA,,,DIGITAL,18.09,19.90,,,,Urlaubspolka,NOT_IN_XLSX_SOT,
XW-442,review,EXTERNAL_ONLY,Vorgestern,Vorgestern,VORGESTERN,,,PHYSICAL,19.91,21.90,B2B,,Vorgestern,Vorgestern,NOT_IN_XLSX_SOT,
