sku,canonical_sku,legacy_sku_aliases,parent_sku,product_group_id,group_key,grouping_confidence,canonical_variant,variant_role,status,record_state,active,review_required,brand,catalog_line,category_primary,series,series_code,volume,work_title,product_kind,product_type,instrument,voice,transposition,register,clef,ensemble,scoring,voice_count,arrangement_variant,format,title_full,title_short,code_short,description,content_status,content_source,bullet_point_1,bullet_point_2,bullet_point_3,bullet_point_4,bullet_point_5,tags,price_net,vat_percent,price_gross,currency,price_source,stock_on_hand,stock_enabled,weight_grams,isbn13,isbn10,ean,asin,asin_source,asin_verified,fnsku,fnsku_status,amazon_seller_sku,amazon_status,amazon_product_type,amazon_product_id_type,amazon_product_id,amazon_fulfillment,amazon_quantity,amazon_title,amazon_item_name,amazon_description_html,sync_wix,wix_publish_eligible,wix_handle_id,wix_handle_ids_all,wix_visible,wix_collections,wix_media_urls,wix_description_html,sync_sevdesk,erp_category,sync_amazon,source_title_xlsx,source_title_wix,source_title_erp,title_source,source_of_truth,sot_row,sot_status,derived_from_sku,channel_cleanup_required,channel_cleanup_notes,conflict_flags,conflict_notes
XW-302,XW-302,,XW-202,224dc60d-6e00-52e6-974b-60ecc6ab80a2,HEFT|almenblech #2,HIGH,false,FORMAT_VARIANT|SCORING_VARIANT,live,ACTIVE,true,false,XeisWorks,Register4er,Heft,,,,#2 AlmenBlech,EDITION,digital,,,,,,,Register-4er,4,,DIGITAL,AlmenBlech #2 [Register-4er],AlmenBlech [Reg4] #2,2_ALMENBLECH_REG4,AlmenBlech #2 [Register-4er] ist eine Heftausgabe im XeisWorks-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: DIGITAL,Kategorie: Heft,,,,29.00,10.00,31.90,EUR,ERP_NET,-6.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,#2 AlmenBlech [SECTION],,#2 AlmenBlech [Reg4er],XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,12,EXACT,,false,,,
XW-302.1,XW-302.1,,,874d7399-1ebc-5217-b363-37dd633aa241,RESERVED|XW-302.1,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,Register4er,Reserviert,,,,,RESERVED,physical,,,,,,,Register-4er,4,,PHYSICAL,Reserviert - XW-302.1,Reserviert XW-302.1,XW-302.1,Reserviert - XW-302.1 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: PHYSICAL,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,13,RESERVED,,false,,,
XW-302.2,XW-302.2,,,9fe010a6-95df-5dcb-ae46-17dfa008f859,RESERVED|XW-302.2,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,Register4er,Reserviert,,,,,RESERVED,physical,,,,,,,Register-4er,4,,PHYSICAL,Reserviert - XW-302.2,Reserviert XW-302.2,XW-302.2,Reserviert - XW-302.2 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: PHYSICAL,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,14,RESERVED,,false,,,
XW-302.3,XW-302.3,,,a46267e6-1686-5767-85a1-1e4da1d46015,RESERVED|XW-302.3,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,Register4er,Reserviert,,,,,RESERVED,physical,,,,,,,Register-4er,4,,PHYSICAL,Reserviert - XW-302.3,Reserviert XW-302.3,XW-302.3,Reserviert - XW-302.3 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: PHYSICAL,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,15,RESERVED,,false,,,
XW-302.4,XW-302.4,,,6201e458-d90e-5c76-88b5-c722c1877bd1,RESERVED|XW-302.4,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,Register4er,Reserviert,,,,,RESERVED,physical,,,,,,,Register-4er,4,,PHYSICAL,Reserviert - XW-302.4,Reserviert XW-302.4,XW-302.4,Reserviert - XW-302.4 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: PHYSICAL,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,16,RESERVED,,false,,,
XW-302.5,XW-302.5,,,ef2f5677-aecb-575e-af3d-da2fa359b78c,RESERVED|XW-302.5,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,Register4er,Reserviert,,,,,RESERVED,physical,,,,,,,Register-4er,4,,PHYSICAL,Reserviert - XW-302.5,Reserviert XW-302.5,XW-302.5,Reserviert - XW-302.5 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: Register-4er,Format: PHYSICAL,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,17,RESERVED,,false,,,
XW-303,XW-303,,,61447970-8ce3-5f2f-bdd8-b17774d40714,NOTEN|kirchenblech #3,LOW,true,CANONICAL,review,REVIEW,true,true,XeisWorks,Sonstige,Noten,,,,#3 KirchenBlech,SCORE,digital,,,,,,,,,,DIGITAL,KirchenBlech #3,KirchenBlech #3,3_KIRCHENBLECH,KirchenBlech #3 ist eine Notenausgabe im XeisWorks-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Noten,,,,,29.00,10.00,31.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,,,#3 KirchenBlech [Reg4er],ERP_FALLBACK,,,EXTERNAL,,false,,SOT_GAP,Product-like channel item has no exact or safe title/category match in the XLSX SOT.
XW-305,XW-305,,,9cca24e5-c3b5-5120-bc3c-05e2acaa7678,NOTEN|trauerblech #5,LOW,true,CANONICAL,review,REVIEW,true,true,XeisWorks,Sonstige,Noten,,,,#5 TrauerBlech,SCORE,digital,,,,,,,,,,DIGITAL,TrauerBlech #5,TrauerBlech #5,5_TRAUERBLECH,TrauerBlech #5 ist eine Notenausgabe im XeisWorks-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Noten,,,,,29.00,10.00,31.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,,,#5 TrauerBlech [Reg4er],ERP_FALLBACK,,,EXTERNAL,,false,,SOT_GAP,Product-like channel item has no exact or safe title/category match in the XLSX SOT.
XW-306,XW-306,,XW-206,67761196-d8f7-5783-8925-0f883a31c30c,NOTEN|sonntagsblech #6,LOW,false,FORMAT_VARIANT,review,REVIEW,true,true,XeisWorks,Sonstige,Noten,,,,#6 SonntagsBlech,SCORE,digital,,,,,,,,,,DIGITAL,SonntagsBlech #6,SonntagsBlech #6,6_SONNTAGSBLECH,SonntagsBlech #6 ist eine Notenausgabe im XeisWorks-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Noten,,,,,29.00,10.00,31.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,,,#6 SonntagsBlech [Reg4er],ERP_FALLBACK,,,EXTERNAL,,false,,,Review is tracked on canonical product variant XW-206.
XW-500.01,XW-500.01,,XW-500.05,b3248a66-ab15-5ed9-9545-5ffbb407adab,UNTERRICHTSHEFT|christkindl-hits,HIGH,false,FORMAT_VARIANT,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,digital,,,,,,,,,,DIGITAL,Christkindl-Hits,Christkindl-Hits,Christkindl-Hits,Christkindl-Hits ist eine Heftausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Unterrichtsheft,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes digital_REST,false,Div Bestellungen MusikHeroes digital,,Bestellungen digital MusikHeroes,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,2,EXACT,,false,,,
XW-500.02,XW-500.02,,,66e3f54b-f15c-5534-b957-ca1f242949a1,ZUSATZSTIMME|christkindl-hits - 2. stimme,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,,Christkindl-Hits,ADDITIONAL_VOICE,digital,,2,,,,,,,,DIGITAL,Christkindl-Hits - 2. Stimme,Christkindl-Hits 2,Christkindl-Hits_2,Christkindl-Hits - 2. Stimme ist eine Zusatzstimmen-Ausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Zusatzstimme,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Noten digital,false,Zusatzstimmen MusikHeroes,,Zusatzstimmen MusikHeroes,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,3,EXACT,,false,,,
XW-500.03,XW-500.03,,,f5859760-8be2-5291-9137-35b6b19c6f0f,PLAYALONG|playalongs musikheroes - playalongs,LOW,true,CANONICAL,review,REVIEW,true,true,MusikHeroes,MusikHeroes,Playalong,,,,Playalongs MusikHeroes,PLAYALONG,digital,,,,,,,,,,PLAYALONG,Playalongs MusikHeroes - Playalongs,#None PA,#None_PA,Playalongs MusikHeroes - Playalongs ist ein Playalong-Produkt im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PLAYALONG,Kategorie: Playalong,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Playalongs digital,false,,,Playalongs MusikHeroes,ERP_FALLBACK,,,EXTERNAL,,false,,SOT_GAP,Product-like channel item has no exact or safe title/category match in the XLSX SOT.
XW-500.05,XW-500.05,,,b3248a66-ab15-5ed9-9545-5ffbb407adab,UNTERRICHTSHEFT|christkindl-hits,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,physical,,,,,,,,,,PHYSICAL,Christkindl-Hits,Christkindl-Hits,Christkindl-Hits,Christkindl-Hits ist eine Heftausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: Unterrichtsheft,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Diverse MusikHeroes-Editionen,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,8,EXACT,,false,,,
XW-501.01,XW-501.01,,,d6de39cb-13cc-5384-b0e7-305f657d5455,UNTERRICHTSHEFT|christkindl-hits #1 - trompete,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,1,Christkindl-Hits,EDITION,physical,Trompete,,,,,,,,,PHYSICAL,Christkindl-Hits #1 - Trompete,CKH#1 TRP,CKH#1_TRP,"Weihnachssongs mit Playalongs aus der Serie MusikHeroes
→ Über 40 coole Weihnachtssongs mit Playalongs für Trompete (Schwierigkeit: 1 – sehr leicht)
→ Solostimme für Trompete, Tenorhorn oder andere Instrumente im Violinschlüssel in B
→ Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet
→ Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen",SOURCE,AMAZON,Über 40 coole Weihnachtssongs mit Playalongs für Trompete (Schwierigkeit: 1 – sehr leicht),"Solostimme für Trompete, Tenorhorn oder andere Instrumente im Violinschlüssel in B","Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet",Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen,,B2B|AMAZON,22.64,10.00,24.90,EUR,ERP_NET,1205.00,true,300.0,9783903426054,3903426059,,3903426059,DERIVED_FROM_ISBN13_BOOK,false,,MISSING_IN_REPORT,XW-501.01,Aktiv,ABIS_BOOK,ISBN,9783903426054,Versand durch Amazon (EU),,Christkindl-Hits #1 - Trompete [MusikHeroes],Christkindl-Hits #1 - Trompete,"<br><p><strong>Weihnachssongs mit Playalongs aus der Serie <em>MusikHeroes</em></strong></p> <p>&rarr; &Uuml;ber 40 coole Weihnachtssongs mit Playalongs f&uuml;r Trompete (Schwierigkeit: 1 &ndash; sehr leicht)</p> <p>&rarr; Solostimme f&uuml;r Trompete, Tenorhorn oder andere Instrumente im Violinschl&uuml;ssel in Bb</p> <p>&rarr; Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet</p> <p>&rarr; Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen</p><br>",true,true,product_ea7f86ce-2fca-0eeb-95c3-f2c4b11249a1,product_ea7f86ce-2fca-0eeb-95c3-f2c4b11249a1,true,MusikHeroes-Editionen|B2B|MusikHeroes-Gesamt|MH-Trompete|MusikHeroes unveröffentlicht,4f718e_2e4ad97ef0de470381a05fb7817b8c0b~mv2.jpeg|4f718e_6491778867be4610990fb4a2b10fb179~mv2.jpg|4f718e_eb5448b4e4d6423f90010ea53a4587de~mv2.jpg|4f718e_38cc8661e28b4b43b7e0fea7be2e014e~mv2.jpg,<p><strong>44 Weihnachtssongs&nbsp;mit Playalongs</strong></p><p>für Instrumente im Violinschlüssel in Bb</p>,true,MusikHeroes,true,Christkindl-Hits #1 TRP,Christkindl-Hits #1 - Trompete,Christkindl-Hits #1 TRP,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,14,EXACT,,false,,,
XW-501.02,XW-501.02,,,563687f7-0532-5112-9aaf-8f6ec3152c65,UNTERRICHTSHEFT|christkindl-hits #1 - posaune,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,1,Christkindl-Hits,EDITION,physical,Posaune,,,,,,,,,PHYSICAL,Christkindl-Hits #1 - Posaune,CKH#1 POS,CKH#1_POS,"Weihnachssongs mit Playalongs aus der Serie MusikHeroes
→ Über 40 coole Weihnachtssongs mit Playalongs für Posaune (Schwierigkeit: 1 – sehr leicht)
→ Solostimme für Posaune, Euphonium oder andere Instrumente im Bassschlüssel in C
→ Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet
→ Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen",SOURCE,AMAZON,Über 40 coole Weihnachtssongs mit Playalongs für Posaune (Schwierigkeit: 1 – sehr leicht),"Solostimme für Posaune, Euphonium oder andere Instrumente im Bassschlüssel in C","Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet",Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen,,B2B|AMAZON,22.64,10.00,24.90,EUR,ERP_NET,728.00,true,300.0,9783903426061,3903426067,,3903426067,DERIVED_FROM_ISBN13_BOOK,false,,MISSING_IN_REPORT,XW-501.02,Aktiv,ABIS_BOOK,ISBN,9783903426061,Versand durch Amazon (EU),,Christkindl-Hits #1 - Posaune [MusikHeroes],Christkindl-Hits #1 - Posaune,"<br><p><strong>Weihnachssongs mit Playalongs aus der Serie <em>MusikHeroes</em></strong></p> <p>&rarr; &Uuml;ber 40 coole Weihnachtssongs mit Playalongs f&uuml;r Posaune (Schwierigkeit: 1 &ndash; sehr leicht)</p> <p>&rarr; Solostimme f&uuml;r Posaune, Euphonium oder andere Instrumente im Bassschl&uuml;ssel in C</p> <p>&rarr; Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet</p> <p>&rarr; Alle Playalongs sind mit einer echten Band eingespielt und mittels QR-Code kostenlos zu beziehen</p><br>",true,true,product_b3012bc9-2bb8-bcdd-8906-9775cdc2039a,product_b3012bc9-2bb8-bcdd-8906-9775cdc2039a,true,MusikHeroes-Editionen|B2B|MusikHeroes-Gesamt|MusikHeroes unveröffentlicht|MH-Posaune,4f718e_5ade5f78e9f044d4aa27061ad21a94c5~mv2.jpeg|4f718e_d19dcb4310cc44ad8cfb120b5a268b99~mv2.jpg|4f718e_435de848e81945fc83636f6bd08910fb~mv2.jpg|4f718e_450fa2b619214d1ca419c5a0b80bfaf7~mv2.jpg,<p><strong>44 Weihnachtssongs&nbsp;mit Playalongs</strong></p><p>für Instrumente im Bassschlüssel in C</p>,true,MusikHeroes,true,Christkindl-Hits #1 POS,Christkindl-Hits #1 - Posaune,Christkindl-Hits #1 POS,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,15,EXACT,,false,,,
XW-501.03,XW-501.03,,,4373c3e5-211b-5412-a576-17c3188286d1,ZUSATZSTIMME|christkindl-hits #1 - 2. stimme in b (tief),HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,2,B,tief,,,,,,DIGITAL,Christkindl-Hits #1 - 2. Stimme in B (tief),CKH#1 2B-t,CKH#1_2B-t,Christkindl-Hits #1 - 2. Stimme in B (tief) ist eine Zusatzstimmen-Ausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Zusatzstimme,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Noten digital,false,#1 Zusatzstimme in B (tief),,ZST CKH #1 - 2.Stimme B,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,16,EXACT,,false,,,
XW-501.03-P,XW-501.03-P,,XW-501.03,4373c3e5-211b-5412-a576-17c3188286d1,ZUSATZSTIMME|christkindl-hits #1 - 2. stimme in b (tief),HIGH,false,FORMAT_VARIANT,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,2,B,tief,,,,,,PRINT_AT_HOME,Christkindl-Hits #1 - 2. Stimme in B (tief),CKH#1 2B-t,CKH#1_2B-t,2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B als PRINT,SOURCE,WIX,2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B als PRINT,,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,true,true,product_85ffaf6d-2fbf-f3dc-ccf6-1cc97d113f6e,product_85ffaf6d-2fbf-f3dc-ccf6-1cc97d113f6e,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_39d7ea3ceb824b5483a9b319001f9873~mv2.jpg|4f718e_09dd52df242243779fd09e9f90ffe028~mv2.jpg,<p>2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B<strong>&nbsp;</strong>als PRINT</p>,true,MusikHeroes_Print@Home,false,#1 Zusatzstimme in B (tief) 🖨️,Christkindl-Hits #1 / 2.Stimme in B (tief) [PRINT],ZST CKH#1_2B-tief,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,16,DERIVED,,false,,,
XW-501.04,XW-501.04,,,3dd7dab0-1c48-522e-be87-9523a7aaf6b2,ZUSATZSTIMME|christkindl-hits #1 - 2. stimme in c,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,2,C,,,,,,,DIGITAL,Christkindl-Hits #1 - 2. Stimme in C,CKH#1 2C,CKH#1_2C,Christkindl-Hits #1 - 2. Stimme in C ist eine Zusatzstimmen-Ausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Zusatzstimme,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Noten digital,false,#1 Zusatzstimme in C,,ZST CKH #1 - 2.Stimme C,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,18,EXACT,,false,,,
XW-501.04-P,XW-501.04-P,,XW-501.04,3dd7dab0-1c48-522e-be87-9523a7aaf6b2,ZUSATZSTIMME|christkindl-hits #1 - 2. stimme in c,HIGH,false,FORMAT_VARIANT,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,2,C,,,,,,,PRINT_AT_HOME,Christkindl-Hits #1 - 2. Stimme in C,CKH#1 2C,CKH#1_2C,2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C als PRINT,SOURCE,WIX,2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C als PRINT,,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,true,true,product_c0094b36-16a6-d8ee-bf14-d2a7a552125b,product_c0094b36-16a6-d8ee-bf14-d2a7a552125b,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_aa140a4f315c4ee88471b5e37f5bd7a3~mv2.jpg|4f718e_84e41edb5f364b878e39f46842773a4b~mv2.jpg,<p>2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C<strong>&nbsp;</strong>als PRINT</p>,true,MusikHeroes_Print@Home,false,#1 Zusatzstimme in C 🖨️,Christkindl-Hits #1 / 2.Stimme in C [BS] [PRINT],ZST CKH#1_2C [BS],XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,18,DERIVED,,false,,,
XW-501.05,XW-501.05,,,e444172c-9a75-5fc1-bf7a-a60e55279892,ZUSATZSTIMME|christkindl-hits #1 - begleitstimme in c,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,,C,,,,,,,DIGITAL,Christkindl-Hits #1 - Begleitstimme in C,CKH#1 Begl-C,CKH#1_Begl-C,Christkindl-Hits #1 - Begleitstimme in C ist eine Zusatzstimmen-Ausgabe im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: DIGITAL,Kategorie: Zusatzstimme,,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Noten digital,false,#1 Begleitstimme in C,,ZST CKH #1 - Begl. C,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,20,EXACT,,false,,,
XW-501.05-P,XW-501.05-P,,XW-501.05,e444172c-9a75-5fc1-bf7a-a60e55279892,ZUSATZSTIMME|christkindl-hits #1 - begleitstimme in c,HIGH,false,FORMAT_VARIANT,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Zusatzstimme,Christkindl-Hits,CKH,1,Christkindl-Hits,ADDITIONAL_VOICE,digital,,,C,,,,,,,PRINT_AT_HOME,Christkindl-Hits #1 - Begleitstimme in C,CKH#1 Begl-C,CKH#1_Begl-C,"Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT",SOURCE,WIX,"Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT",,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,true,true,product_21d2047a-cbd0-4d1a-cf10-41e93e8655f1,product_21d2047a-cbd0-4d1a-cf10-41e93e8655f1,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_aa140a4f315c4ee88471b5e37f5bd7a3~mv2.jpg|4f718e_84e41edb5f364b878e39f46842773a4b~mv2.jpg,"<p>Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT</p>",true,MusikHeroes_Print@Home,false,#1 Begleitstimme in C 🖨️,Christkindl-Hits #1 / Begleitstimme in C [PRINT],ZST CKH#1_LS,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,20,DERIVED,,false,,,
XW-501.06,XW-501.06,,,1c0029b5-6937-5340-9dce-f4a3a42689d4,PLAYALONG|christkindl-hits #1 - playalongs trompete,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Playalong,Christkindl-Hits,CKH,1,Christkindl-Hits,PLAYALONG,digital,Trompete,,,,,,,,,PLAYALONG,Christkindl-Hits #1 - Playalongs Trompete,CKH#1 PA TRP,CKH#1_PA-TRP,Christkindl-Hits #1 - Playalongs Trompete ist ein Playalong-Produkt im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Instrument: Trompete,Format: PLAYALONG,Kategorie: Playalong,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Playalongs digital,false,#1 Playalongs TRP,,Playalongs CKH#1 TRP,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,22,EXACT,,false,,,
XW-501.07,XW-501.07,,,5c322f98-9c27-5b77-89fc-603007353712,PLAYALONG|christkindl-hits #1 - playalongs posaune,HIGH,true,CANONICAL,live,ACTIVE,true,false,MusikHeroes,MusikHeroes,Playalong,Christkindl-Hits,CKH,1,Christkindl-Hits,PLAYALONG,digital,Posaune,,,,,,,,,PLAYALONG,Christkindl-Hits #1 - Playalongs Posaune,CKH#1 PA POS,CKH#1_PA-POS,Christkindl-Hits #1 - Playalongs Posaune ist ein Playalong-Produkt im MusikHeroes-Produktkatalog.,AUTO_DRAFT,GENERATED,Instrument: Posaune,Format: PLAYALONG,Kategorie: Playalong,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,MusikHeroes_Playalongs digital,false,#1 Playalongs POS,,Playalongs CKH#1 POS,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:MusikHeroes,23,EXACT,,false,,,
